"adult","backdrop_path","genre_ids","id","original_language","original_title","overview","popularity","poster_path","release_date","title","video","vote_average","vote_count"
FALSE,"/bfh9Z3Ghz4FOJAfLOAhmc3ccnHU.jpg","12, 14",671,"en","Harry Potter and the Philosopher's Stone","Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",10.079,"/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg","2001-11-16","Harry Potter and the Philosopher's Stone",FALSE,7.9,27994
FALSE,"/iVt8RzQnsIr64m7iW5mR9PwvqmZ.jpg","18, 16, 10749, 10752, 36",378108,"ja","この世界の片隅に","Japan, 1943, during World War II. Young Suzu leaves her village near Hiroshima to marry and live with her in-laws in Kure, a military harbor. Her creativity to overcome deprivation quickly makes her indispensable at home. Inhabited by an ancestral wisdom, Suzu impregnates the simple gestures of everyday life with poetry and beauty. The many hardships, the loss of loved ones, the frequent air raids of the enemy, nothing alters her enthusiasm…",3.539,"/9Z4H4M2F8OQTB04YC1Opds8MFBb.jpg","2016-11-12","In This Corner of the World",FALSE,7.901,567
FALSE,"/vBOKLF3nhdaKRiCvmdoIUTikG2X.jpg","14, 18, 27",10728,"de","Faust - Eine deutsche Volkssage","God and Satan war over earth; to settle things, they wager on the soul of Faust, a learned and prayerful alchemist.",3.571,"/rN703hMFxmkZfyEzsXvFtuFhkXE.jpg","1926-10-13","Faust",FALSE,7.9,357
FALSE,"/5Pl47mB0Jnrg4oHoO0sVdJ6WMRL.jpg","18",405,"it","La strada","When Gelsomina, a naïve young woman, is purchased from her impoverished mother by brutish circus strongman Zampanò to be his wife and partner, she loyally endures her husband's coldness and abuse as they travel the Italian countryside performing together. Soon Zampanò must deal with his jealousy and conflicted feelings about Gelsomina when she finds a kindred spirit in Il Matto, the carefree circus fool, and contemplates leaving Zampanò.",3.579,"/rwjbT0zlsUDMztaCcWjlWuxaEL1.jpg","1954-09-23","La Strada",FALSE,7.9,1079
FALSE,"/d84M69u6Q202dm6EvhVxbiqrK9f.jpg","12, 18",334533,"en","Captain Fantastic","Deep in the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, beginning a journey that challenges his idea of what it means to be a parent.",4.105,"/2sFME73GaD8UsUxPUKe60cPdLif.jpg","2016-07-08","Captain Fantastic",FALSE,7.899,6474
FALSE,"/l0fNAHLOFReQJsxCOmGWvJDnimn.jpg","18, 10751, 35",360814,"hi","दंगल","Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",3.553,"/lHd3W8E5aKoki9pDP7tN7yEh3c0.jpg","2016-12-21","Dangal",FALSE,7.9,1011
FALSE,"/nlPCdZlHtRNcF6C9hzUH4ebmV1w.jpg","35, 18, 10749, 10402",313369,"en","La La Land","Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",4.403,"/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg","2016-12-01","La La Land",FALSE,7.899,17124
FALSE,"/sFEYsEfzTx7hhjetlNrme8B5OUo.jpg","28, 53, 878",752,"en","V for Vendetta","In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",5.179,"/khYByQchu7O8yyrT1xcGKOmgdHk.jpg","2006-02-23","V for Vendetta",FALSE,7.898,14667
FALSE,"/i6kKzxO0rj6otesJWC59l189g35.jpg","28, 878, 16",503314,"ja","ドラゴンボール超 ブロリー","Earth is peaceful following the Tournament of Power. Realizing that the universes still hold many more strong people yet to see, Goku spends all his days training to reach even greater heights. Then one day, Goku and Vegeta are faced by a Saiyan called 'Broly' who they've never seen before. The Saiyans were supposed to have been almost completely wiped out in the destruction of Planet Vegeta, so what's this one doing on Earth? This encounter between the three Saiyans who have followed completely different destinies turns into a stupendous battle, with even Frieza (back from Hell) getting caught up in the mix.",0.625,"/uMEgkyiPznZP5AiMSWAk2jsj5gC.jpg","2018-12-14","Dragon Ball Super: Broly",FALSE,7.9,2958
FALSE,"/3R5f4972Iu2qsc5rRryNdd3T6wq.jpg","16, 878, 10751, 35",482321,"en","Ron's Gone Wrong","In a world where walking, talking, digitally connected bots have become children's best friends, an 11-year-old finds that his robot buddy doesn't quite work the same as the others do.",3.926,"/plzgQAXIEHm4Y92ktxU6fedUc0x.jpg","2021-10-14","Ron's Gone Wrong",FALSE,7.9,1883
FALSE,"/ufzWHtqmthDV3Vq7LqqDNebq5Cn.jpg","12, 10751, 18",458302,"fr","Rémi sans famille","At the age of 10 years, young Rémi is snatched from his adoptive mother and entrusted to the signor Vitalis, a mysterious itinerant musician. Has its hard sides - he will learn the harsh life of acrobat and sing to win his bread. Accompanied by the faithful dog capi and of the small monkey Joli-Coeur, his long trip through France, made for meetings, friendships and mutual assistance, leads him to the secret of its origins.",3.541,"/mQYXlxlUTmOP4FWt52qkZZb8JNM.jpg","2018-12-12","Remi, Nobody's Boy",FALSE,7.9,423
FALSE,"/1EfLDlkrcgSUgxVT56T9PGUGs5N.jpg","16",20722,"ja","つみきのいえ","La Maison en Petits Cubes tells the story of a grandfather's memories as he adds more blocks to his house to stem the flooding waters.",3.532,"/kNGiHnbAToF1iIkN2kOTCEEXtAc.jpg","2008-06-10","La Maison en Petits Cubes",FALSE,7.9,432
FALSE,"/ziECpBRIyclmBNaFSWlvCfsKbMD.jpg","12, 28, 878",1892,"en","Return of the Jedi","Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",4.018,"/jQYlydvHm3kUix1f8prMucrplhm.jpg","1983-05-25","Return of the Jedi",FALSE,7.895,15911
FALSE,"/vsZLf5uog08pAnfsMuDWrsLWUUF.jpg","16, 12, 35",501929,"en","The Mitchells vs. the Machines","A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",4.305,"/mI2Di7HmskQQ34kz0iau6J1vr70.jpg","2021-04-22","The Mitchells vs. the Machines",FALSE,7.9,3007
FALSE,"/mJrSFyb7uoqiICUmvIIzeOerA5K.jpg","18",60243,"fa","جدایی نادر از سیمین","A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.",3.573,"/wQVvASmpm8jGhJBQU20OkoMcNzi.jpg","2011-02-15","A Separation",FALSE,7.9,1776
FALSE,"/6kqybERm5qi2jGpu8I7DaQPxpSU.jpg","16, 18",2011,"fr","Persepolis","In 1970s Iran, Marjane 'Marji' Satrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.",4.648,"/aU8i2QAdTyRR1nYb36Gq51xXP8p.jpg","2007-06-27","Persepolis",FALSE,7.894,1977
FALSE,"/eHTZoXmB4vnDqANZXPZcdAiYQo5.jpg","16, 18, 10749, 14",667520,"ja","泣きたい私は猫をかぶる","A peculiar girl transforms into a cat to catch her crush's attention. But before she realizes it, the line between human and animal starts to blur.",3.941,"/6inkRM1XGBG5vRhclCPWfMenp7N.jpg","2020-06-18","A Whisker Away",FALSE,7.9,1396
FALSE,"/5jhG1lTgV0MS6tDkBMQSSitttTT.jpg","18",1402,"en","The Pursuit of Happyness","A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.",7.262,"/lBYOKAMcxIvuk9s9hMuecB9dPBV.jpg","2006-12-14","The Pursuit of Happyness",FALSE,7.9,9988
FALSE,"/rlNnwObbMu5G2FaOUlacnUIdIIA.jpg","16, 14, 28, 10770",726684,"fr","Miraculous World : Shanghai, la légende de Ladydragon","On school break, Marinette heads to Shanghai to meet Adrien. But after arriving, Marinette loses all her stuff, including the Miraculous that allows her to turn into Ladybug!",3.75,"/qQ0VKsGRQ2ofAmswGNzZnvC1xPE.jpg","2021-05-15","Miraculous World: Shanghai - The Legend of Ladydragon",FALSE,7.9,652
FALSE,"/gOgBpD5NivnWIqZYTBFSmAtziuJ.jpg","18, 80, 53, 35",455714,"th","ฉลาดเกมส์โกง","Lynn, a brilliant student, after helping her friends to get the grades they need, develops the idea of starting a much bigger exam-cheating business.",3.566,"/mgyvwqn5SYKhfg5kofZDfgH8R0q.jpg","2017-05-03","Bad Genius",FALSE,7.9,788
FALSE,"/91BAmpop4AJ5Pf7E0zuQiHdSV4Q.jpg","16, 10751, 14",14836,"en","Coraline","Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",12.574,"/4jeFXQYytChdZYE9JYO7Un87IlW.jpg","2009-02-05","Coraline",FALSE,7.9,8274
FALSE,"/j0Ce4AsZi34NKYUZr61lh0PBQ7G.jpg","10749, 18",11036,"en","The Notebook","An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",9.21,"/rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg","2004-05-25","The Notebook",FALSE,7.89,11742
FALSE,"/i8fiqKaQklF02VmQYhSxmwa8KOH.jpg","9648, 10749, 53, 18",223,"en","Rebecca","Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",3.575,"/1qz3qUOHnVy7dL7M7G8jSErxE4b.jpg","1940-03-23","Rebecca",FALSE,7.892,1802
FALSE,"/tHR34A5n0my4maACNdLpWGd6QYq.jpg","18, 53",698948,"en","Thirteen Lives","Based on the true nail-biting mission that captivated the world. Twelve boys and the coach of a Thai soccer team explore the Tham Luang cave when an unexpected rainstorm traps them in a chamber inside the mountain. Entombed behind a maze of flooded cave tunnels, they face impossible odds. A team of world-class divers navigate through miles of dangerous cave networks to discover that finding the boys is only the beginning.",4.084,"/yi5KcJqFxy0D6yP8nCfcF8gJGg5.jpg","2022-07-18","Thirteen Lives",FALSE,7.89,1300
FALSE,"/1ufic9NSdolkgNkQSAVjlVp0uqn.jpg","9648, 53, 18",210577,"en","Gone Girl","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",8.865,"/ts996lKsxvjkO2yiYG0ht4qAicO.jpg","2014-10-01","Gone Girl",FALSE,7.89,18863
FALSE,"/j1bOCozOQOxJpk0iAQbJDS2w8OJ.jpg","18, 10749",1081676,"pl","Znachor","A once-respected surgeon who's lost his family and his memory gets a chance at redemption when he reconnects with someone from his forgotten past.",3.848,"/8mHfCmc2dt6wk2DNc0NXlYXOzVj.jpg","2023-09-26","Forgotten Love",FALSE,7.879,301
FALSE,"/4QpKxH614YFIsmiIBVUbsnG2H8w.jpg","16, 10751, 28, 878, 12, 14, 18",961323,"en","Nimona","A knight framed for a tragic crime teams with a scrappy, shape-shifting teen to prove his innocence.",4.05,"/2NQljeavtfl22207D1kxLpa4LS3.jpg","2023-06-23","Nimona",FALSE,7.885,1151
FALSE,"/wFSXN4CaDfmUURbEbghhK6m7WPI.jpg","18",582927,"es","Ya no estoy aquí","In Monterrey, Mexico, a young street gang spends their days dancing to slowed-down cumbia and attending parties. After a mix-up with a local cartel, their leader is forced to migrate to the U.S. but quickly longs to return home.",3.862,"/AtfK71xkVaaHTZwU5mgfDgBqg9Y.jpg","2019-10-21","I'm No Longer Here",FALSE,7.884,493
FALSE,"/4kIRrW1AlHP5Idne8CPHeQt8nR5.jpg","16, 10751, 35, 14",550205,"en","Wish Dragon","Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.",4.056,"/lnPf6hzANL6pVQTxUlsNYSuhT5l.jpg","2021-01-15","Wish Dragon",FALSE,7.9,1364
FALSE,"/pvpUfDzUepcf9k6LAXpNhymCk93.jpg","35",180147,"es","Nosotros los nobles","Tells the ""riches to rags"" story of the Nobles, three upper-class twenty-somethings that appear to have no limits to their checkbooks, and no direction in their lives. Until one day, their father tries to teach them a lesson by staging a financial scandal that forces the whole family to escape to an old house in the poor side of town, and leads the ""kids"" to do what they haven't done before: get jobs.",3.557,"/40JLnLz5KEQeZnUCKD3zf8sQJFx.jpg","2013-03-28","We Are the Nobles",FALSE,7.9,503
FALSE,"/wsE1ScIiFdKl9RLuaI8pTn4rjxR.jpg","10770, 80, 18, 14, 53, 16",51482,"ja","DEATH NOTE リライト ～幻視する神～","A recap of Death Note episodes 1–26, with new footage. When rogue shinigami Ryuk leaves his Death Note in the human world, he has no idea how far the one who finds it will take his new-found power. With the Death Note in hand, brilliant high school student Light Yagami vows to rid the world of evil.",11.969,"/qDhbGqjZ7yFwa7FMIzuiQTQMfEQ.jpg","2007-08-31","Death Note Relight 1: Visions of a God",FALSE,7.9,354
FALSE,"/oHL7gjqFgxHiwm45hqj4Xou9Odg.jpg","18",833,"it","Umberto D.","When elderly pensioner Umberto Domenico Ferrari returns to his boarding house from a protest calling for a hike in old-age pensions, his landlady demands her 15,000-lire rent by the end of the month or he and his small dog will be turned out onto the street. Unable to get the money in time, Umberto fakes illness to get sent to a hospital, giving his beloved dog to the landlady's pregnant and abandoned maid for temporary safekeeping.",3.54,"/5I7SYsNQmZRZpQ2MAarIQYU9vaX.jpg","1952-01-20","Umberto D.",FALSE,7.9,692
FALSE,"/6HpRZeA0JdY5fRgl89KKExsvvwR.jpg","36, 18",774531,"en","Young Woman and the Sea","This is the extraordinary true story of Trudy Ederle, the first woman to successfully swim the English Channel. Through the steadfast support of her older sister and supportive trainers, she overcame adversity and the animosity of a patriarchal society to rise through the ranks of the Olympic swimming team and complete the 21-mile trek from France to England.",3.915,"/bZlecCuBVvKuarNGvchBwaOsQ3c.jpg","2024-05-31","Young Woman and the Sea",FALSE,7.883,337
FALSE,"/y41qhCHR7bC0HTg5bdxaegbRCKg.jpg","16, 878, 28, 12, 14",183011,"en","Justice League: The Flashpoint Paradox","The Flash finds himself in a war-torn alternate timeline and teams up with alternate versions of his fellow heroes to restore the timeline.",3.581,"/isCknjIWem0W3KwNUDLrDN7F40H.jpg","2013-07-30","Justice League: The Flashpoint Paradox",FALSE,7.9,1842
FALSE,"/bQObbnj0TY2Q1c55w78m1AN6VNX.jpg","28, 80, 37, 35, 18",52629,"es","El Infierno","After being deported back to Mexico, a man has no choice but to join the vicious drug cartel that has corrupted his hometown in order to survive.",4.19,"/vry7NyLM6I0fL53H2KxCX4uAz5H.jpg","2010-09-03","El Infierno",FALSE,7.882,692
FALSE,"/tis6nrWakUsuG6Jwdm4yESfTU0o.jpg","18",29455,"sv","Nattvardsgästerna","A Swedish pastor fails a loving woman, a suicidal fisherman and God.",3.823,"/wDxrEssdjFWYwIZLbr06RQNcg1q.jpg","1963-02-11","Winter Light",FALSE,7.88,456
FALSE,"/lrNKm3HNvGdZoAfiBKu7b04FLHN.jpg","18",316029,"en","The Greatest Showman","The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.",5.221,"/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg","2017-12-20","The Greatest Showman",FALSE,7.879,9552
FALSE,"/34Syjx9Slmvp4Czj0mjs02TH9Zk.jpg","18",548544,"pt","A Vida Invisível","Rio de Janeiro, Brazil, 1950. In the conservative home of the Gusmão family, Eurídice and Guida are two inseparable sisters who support each other. While Guida can share with her younger sister the details of her romantic adventures, Eurídice finds in her older sister the encouragement she needs to pursue her dream of becoming a professional pianist.",3.657,"/dHmy5vHcEfeBfy72sWxAdeSBLmn.jpg","2019-08-30","Invisible Life",FALSE,7.877,313
